//1 x i z rosnie -->
250.0;1250.0;0.0;500.0;1250.0;0.0
250.0;1250.0;0.0;250.0;1250.0;500.0
500.0;1250.0;0.0;500.0;1250.0;500.0
500.0;1250.0;0.0;500.0;1500.0;0.0
250.0;1250.0;0.0;250.0;1500.0;0.0
250.0;1500.0;0.0;250.0;1500.0;500.0
250.0;1250.0;500.0;250.0;1500.0;500.0
250.0;1250.0;500.0;500.0;1250.0;500.0
250.0;1500.0;500.0;500.0;1500.0;500.0
500.0;1250.0;500.0;500.0;1500.0;500.0
500.0;1500.0;0.0;500.0;1500.0;500.0
250.0;1500.0;0.0;500.0;1500.0;0.0
//2 
-900.0;1900.0;0.0;-600.0;1900.0;0.0
-900.0;1900.0;0.0;-900.0;1900.0;1300.0
-600.0;1900.0;0.0;-600.0;1900.0;1300.0
-600.0;1900.0;0.0;-600.0;2200.0;0.0
-900.0;1900.0;0.0;-900.0;2200.0;0.0
-900.0;2200.0;0.0;-900.0;2200.0;1300.0
-900.0;1900.0;1300.0;-900.0;2200.0;1300.0
-900.0;1900.0;1300.0;-600.0;1900.0;1300.0
-900.0;2200.0;1300.0;-600.0;2200.0;1300.0
-600.0;1900.0;1300.0;-600.0;2200.0;1300.0
-600.0;2200.0;0.0;-600.0;2200.0;1300.0
-900.0;2200.0;0.0;-600.0;2200.0;0.0
//3
250.0;2550.0;0.0;500.0;2550.0;0.0
250.0;2550.0;0.0;250.0;2550.0;500.0
500.0;2550.0;0.0;500.0;2550.0;500.0
500.0;2550.0;0.0;500.0;2800.0;0.0
250.0;2550.0;0.0;250.0;2800.0;0.0
250.0;2800.0;0.0;250.0;2800.0;500.0
250.0;2550.0;500.0;250.0;2800.0;500.0
250.0;2550.0;500.0;500.0;2550.0;500.0
250.0;2800.0;500.0;500.0;2800.0;500.0
500.0;2550.0;500.0;500.0;2800.0;500.0
500.0;2800.0;0.0;500.0;2800.0;500.0
250.0;2800.0;0.0;500.0;2800.0;0.0
//4
-900.0;3200.0;0.0;-600.0;3200.0;0.0
-900.0;3200.0;0.0;-900.0;3200.0;1300.0
-600.0;3200.0;0.0;-600.0;3200.0;1300.0
-600.0;3200.0;0.0;-600.0;3500.0;0.0
-900.0;3200.0;0.0;-900.0;3500.0;0.0
-900.0;3500.0;0.0;-900.0;3500.0;1300.0
-900.0;3200.0;1300.0;-900.0;3500.0;1300.0
-900.0;3200.0;1300.0;-600.0;3200.0;1300.0
-900.0;3500.0;1300.0;-600.0;3500.0;1300.0
-600.0;3200.0;1300.0;-600.0;3500.0;1300.0
-600.0;3500.0;0.0;-600.0;3500.0;1300.0
-900.0;3500.0;0.0;-600.0;3500.0;0.0
